您要办理的那个地址哪里报一下 十七号省军区第六感觉吗稍等一下七 
您好很高兴为您服务你好我想问一下现在有什么优惠的套餐 噢就是那个要八十八谢谢噢那行吧嗯嗯好的好像就是如果我这个套餐到期的话我要更改我在网上自己确认也可以可以啊你网上转就是说有打电话过来也可以的对吧 
唉你好我问一下就是刚刚一个什么主号码主号码就是叫我添加为这个喂四g多多终端流量这个共享包是什么什么意思 把流量共享给我但是我不认识的人呐 
哎你好我想问一下那个我那这个月买流量的话有什么流量比较合适的嗯嗯 名字 
哎你好我想问一下什么是四g基础套餐 普通的那种是吧 
啊行但你这边有什么可以推推荐的套餐的 嗯流量的话可以用的不不要了 
您好很高兴为您服务哎你好我想问一下我们这有那个现在还有四个g嘛 嗯他它有那个换一批 
唉你好 你把我手机那个套餐改一下吧 
您的老服务喂麻烦问一下去香港的话现在还要什么那个申请一个什么一欠多少钱的套餐吗有吗 呃这两天 
你好我这个手机现在那个套餐是互打免费的那个什么这个还有没有这个公司 要那个你不能就是绑定的还还没噢 
唉小姐你好我就要呃我想问一下去那种日本的套餐有什么呀 我就是五天然后呃呃流量的话它是怎么怎么个收费方式啊 
唉你好你好你好是这样子的我我这个号码不是上海的吗我现在呢安徽这边的然后我现在这个流量的话不够用了然后你就是有什么合适一点的套餐帮我申请一下吗 四位 
喂你好 呃就是这个这个号码的话我现在现在有那个就全国流量比较那个超时的那种 
唉小姐我问一下 这个刚才我收到一个短信说什么四g套餐服务什么什么意思啊到什么十月二十号 
您好很高兴为您服务您好喂喂你好我刚刚收到那个短信我这个手机是本机的他说送三个g的是流量还是什么 对啊看视频的这个东西是免费的是吧 
喂你好我想问一下就是你们现在不是网页上有说就是今天开始有那个什么十元宽带的那个业务办理吗 跟六 
哎你好我想问一下那个嗯流量的家庭套餐有哪几种 对 
唉你好小姐我想问一下我刚才我上午打了个那个幺零零八六幺幺那个话费查询啊 你们那个短信提示里面有一个什么呃什么什么那个兑换什么两g的的是什么威力什么我搞不清楚什么意思啊 
您好很高兴为您服务唉你好我问一下我这个是江苏的那个手机号到你们上海这边流量是这方面有没有那个有没有什么优惠那个合适的套餐呢 那你的意思说我打只能打江苏的是吧然后 
呃你好我想问一下就是移动对呃有没有短期的宽带 最最少是一年是吗那这个一年是怎么收费呢 
帮我查一下我这个手机现在都有呃什么业务 呃我这个是九十八块钱一个月的套餐是吧 
你让他不要过去 唉你好我问一下我这个手机现在这是什么套餐 
强什么什么稍等啊 嗯行吧行吧好好好好 
你好我问一下好身份证怎么算的啊 一个g的流量呀 
哎你好我想我忘记了我现在手机的套餐是什么样子你帮我看一下吗 呃我想把这个手机套餐那个流量升级一下怎么怎么 
你好你给我查一下我昨天不是领了一个三十三十个g吗就是说看那个ip的那个点击吗那个那个流量 然后就是说我这个还有一个就是说我又充了十块钱的流量五百五百五百兆吗 
您好很高兴为您服务唉喂你好我这个号呃对移动的号码现在用的比较少然后我想改一个没有月租费的套餐有吗 有没有十一块噢好的改成十八块的吧 
喂你好请问一下今天到月底了有没有什么实惠的那个流量包啊 用到就把这个明天后天用完吧对 
很高兴为您服务唉先生你好那个我咨询一下那个好像我收到一个短信说什么韩国的流量那个韩国什么又不是有没有那个有流量包啊 我大概去四天 
喂我想问一下那个小模卡是什么意思呀 嗯因为它这上面的话呢是直接让我嗯领的吗那 
很高兴为您服务哎你好我想问一下就是那个禾加副卡这个是呃什么是怎么回事就是说这个卡的卡号是哪个卡号呢 噢要新卡的那么我我现在就是原来的号码还能用吗嗯 
喂你好你好我想问一下我们家的宽带就是说多少时间长记不住了 噢密码密码 
喂你好唉请讲我我想问一下那个我们这边现在我现在如果说我这个月因为我嗯有其他两张那个我老家的卡然后我这边那个这个卡要暂时用有一个月一到两个月我暂时不用我只要接电话就行了的话呃我这边更改什么套餐 嗯嗯行那你帮我改成那个套餐吧好吧 
唉你好那个有没有什么那个流量多一点的那个套餐呢 流量了 
为什么 请问一下你们这个移动现在不是也有宽带的嘛对不对啊 
幺零 什么喂哎你好你好哎我想咨询一下呢这我去欧洲旅游的话你们移动有什么太发套餐吗 
哎哎你好服务密码是这样的我是在上海这边有一个工的就是一个项目然后呢就是我这边需要装这个宽带然后想询问一下您这边的价格 对对对对对要办理什么宽带 
嗯先生是这样的啊因为我要去去泰国什么只有这个流量你们这好像是五天游包包签的对吧 唉对 
你好我想那个咨询一下你们移动宽带那个业务 呃我没有的 
喂唉你好哎我想咨询一下就是我这个所在区办理宽带是怎么样的 叫徐汇区 
六六六 噢他那个他他如果不要呢 
喂你好我想问一下呃刚刚收到一个移动公司发那样信息就是那个和多号我想咨询一下这个是怎么那个的呀 啊他这个就是打电话或者接电话是怎么算呢 
嗯你好我咨询一下我呃再上海移动的那个手机飞机上有那个套餐优惠扣g的但是我那个用不了 哦 
你好我我就想问一下我这个手机里面流量就是给我关了一点流量没有对不对 呃我这个每个月还有就是现在那个就是有没有那个长途加漫游那个了 
啊喂你好我想换一个套餐然后想问一下你们这边最低有没有什么资金有优惠套餐的 对您这边的话将通话 
噢是这样的我早上不是是个短信说是加二十块钱是你那个四g飞享套餐是吧 嗯 
唉你好是这样的我想 呃我 
你好我想问一下你们现在有什么套餐嘛我想换一个套餐 这个这个活动是这个活动是怎么怎么回事什么情况 
你好我想咨询一下啊我现在不是订的是三十块钱我把申请的全国流量吗 那我如果订上海流量的话怎么说本地流量 
您好 我想问一下我这个需要到期了 
哎哎你好哎我想我想请问一下就是说呃上海这个新推出一种套餐嘛就是四g自选套餐 噢其中有一款就是说五十五十块钱嗯包流量好像是两个g的的是吧 
您好这样子的就是呃我这个来电的手机号码现在的话我原来的套餐应该是五十的套餐对吧然后我想具体了解一下我五十的套餐有哪些内容 噢那这样子行不行就是我原来的噢老套餐不变我再增加一个套餐可以吗 
哎你好我想问一下就是我要去泰国的话然后我想这个手机保持电话畅通可以拨打的话需要办理什么套餐呢 那你帮我查一下我是不是已经开通了 
二对对我这个刚才有一个个人的手机号打过来他说是移动公司的工作人员他说呃我们学校的这边宽带降价两年两年五十兆一共两百块时间的吗呃好像投诉我短是有短信发过来跟我说他说我续费成功了我说是是不是真的 帮 
唉你好那个我想问一下就是如果我这升级是九十八的套餐是两百分钟流量是吧两百分钟话费然后两g流量是吗 那就是如果我改的话是这个月又 
唉你好哎你好我们公司那个想那个嗯够的那种无线网卡就是那个因为我们试过跟那个我的门店那个监控的他们店里面都没有外网我们那个无线网卡买的话它是流量是什么包多少流量 呃但是 
啊我噢 你好 
嗯喂你好呃我想问一下那个这个就嗯现在有什么那个语音的通话的套餐可以办了 对对对 
喂你好你们给我发个短信说是哎呀每个月消费一百六十八元呃你装可以有四十五g的那个什么流量还有两百兆的什么宽带呀 我不知道是 
哎你好我想请问一下我的手机如果买每个月买买流量包的话呃卖一点五g 省内的大概多少钱肯定 
噢你好我想咨询一下那个宽带 噢就是呃想换个宽带然后想咨询一下看看 
喂您好我想问一下我这张卡这次四g加网络吗这张卡不是机器 他可以支持那个四g加网络都 
喂你好 噢我想咨询一下你这个有什么号是不是又有流量了 
呃我想问一下那个这个月有什么流量流量的好的谢谢那他 啊因为我在这个呃怎么会回啊现在有一个 
