喂您好 你帮我查一下我这个手机呃订了哪些套餐能看得出来吗 彩铃六块六块是什么东西啊 什么阅读 
喂 你好唉喂那个就是咨询一下我是两年就是两百兆那个一千四百八的宽带吗 但是从五月一日开始的他是每个月返还返还给我七十呃七十噢呃然后是第一个月是五十是七十块反正第二个月是七十块的话它是变成一个二十九块五毛和四十块五毛但是不是没那是专款项专款账户余额变成是什么意思啊我看不懂 你当时你们没有给我 
喂你好就你帮我看一下我开了一个g的流量下个月嗯是不是取消了 嗯嗯好 然后现在呃不是听说有一种活动嘛然后一百三十八每个月可以给十块钱是吧 不是说两年吗 
唉你好呃麻烦你我想问一下我这个手机是七十八元套餐对吧 然后它是有两g流量然后说两g流量用完以后再送两g了 那现在就是说我这两天用完了 我们 
一个严重一点五天的一个内容 那个我确认一下我刚刚办的那个套餐里面有一个流量分享包是不是分享了三个号码 呃是不是那个幺五八的号码没有加进去 噢那我帮我再加一下吧 
哎你好我想咨询一下那个我这个手机有没有开通漫游国际漫游 嗯 能帮我开一下吗 噢 
喂你好 那你帮我查一下我这个卡都有什么业务呀 那我说什么 十五块钱再叠加也忙嗯嗯噢没有别的没有其他的吗 
你好我想问一下我这边不是现在有个手机里面的家庭宽带吗 然后我想问一下我这边取消可以取消掉吗 我想就这个怎么能取消掉呢因为我现在用这部划算了现在这个话费用的 乘以多少 
哎你好我要开通下国际漫游想确认一下有没有开通 这个到十月二十二号零点结束就泰国什么不用再开了对吧不用再开 流量 有了噢好谢谢啊请问还有什么帮您好谢谢你 
唉你好我我晚上那个睡觉的可能这个这个手机按照的那个 啊你帮我帮我是有一个天气预报给我留着还有其他的全部给我关掉好吧 唉对对对对 我的我的那个手机号码是吧 
哎你好我想问一下我这个手机套餐是多少套餐 五十块钱一个g流量包这么多那你能帮我改一下吗 你帮我弄个 返五十块钱那个飞享那个流量包给去 
你好我问一下那个我这个呃现在再给我你给我发信息幺零零八六给我发信息说是说送这个流量呃这个 开通什么 开通什么功能之类的 噢就就直接登录一下就行了对吧 
你好小姐我想请问一下我现在这个手机啊怎么四g没有了吗 噢好的 看一下啊 噢要关机再开始对吧噢好的知道了好谢谢啊 
喂你好我刚刚在营业厅办完了业务但我有个地方不太看不到了他那个所以帮我查一下他那边写的那个开通的音乐特级会员没有 他是直接收费了吗 需要给发送开通特级的这个字母嘛我看短信给我有回复这个 好的好的到六个月他汇钱给我关闭是吧 
唉喂你好 啊我想问一下我现在这个手机是那多少套餐的 跟五十分钟但是我好像通话分钟呢 是五十分钟通话吗 
唉你好 呃帮我加两百四行 我这个月加了吗 一直没有 
喂你好 唉我手机上面现在有什么业务吗 唉那我手机上面现在还有流量吗怎么现在流量用不了呢 哎上个月上个月停过 
哎你好哎先生我现在是什么套餐 二我感觉那个很那个流量能不能加二十块钱的流量 那个八十八的是多少分钟啊 以后以后也每个月都是这样子是吧唉对是的可以的对的 
你好我查一下我这个手机的套餐 国内主叫一毛九就是我打外地也是一毛九吗 十八块钱的全球通是吗 噢就是流量是一百兆 
唉你好 想问一下我现在定了一个九块钱那个流量嘛三g流量 呃那个流量是仅限于看电影但是看 只能看用户得不能对不能发发这个消息了 
喂你好我想让你帮我帮我看一下我这个套餐是两零 噢我刚刚也话费多少钱 三百七十八 是主要是哪一块消费比较高多一点嗯嗯 
嗯嗯 噢啊行 噢 啊 
喂你好那麻烦你帮我查一下幺八二幺七四六 七五二零账号就现在办的是什么样的套餐啊 服务密码给忘了 啊是说从伪真然后身份证号是四四五三二三好吧零九八六 
唉你好你们现在帮我查一下我这个手机的套餐吗或者是你能 全国是不是呃等一下你说我刚就是我下个月是五十八的对吧 呃但是我之前在办的时候他们跟我说是三十五的呀 噢那但是我我从下个月开始就实际支付是三十五元 
唉你好我想看一下我当时办的那个手机号码是也是什么套餐 幺五二零幺九九九零幺九噢零幺九九六六零六 六六零六对 密码不知道手机不在我这里 
喂你好我想问一下我这个本地是现在用的什么套餐 我知道费用还有没有别的套餐 噢噢我知道我说我想改一个套餐你那里我看还有什么样的 噢我这个是两个g的那个 
就是我刚刚接到一个电话我不是选择一个幺五八的套餐是吧 他说电话打过来说可以返还一个什么二十三块钱话费对吧 刚刚有个电话打过来那我怎么申请办理 他说的话要申请办理它回复意思吧 
啊 喂你好你帮我开一下我这个多少钱的套餐 那有没有送话费的 有有送话费的是吧 
呃我你帮我查一下昨天我好像在那个我g的那个中国移动里面呃选择了一个就是港澳还呃五天的包流量的一百零八块好像然后呢我是这个一百一号我收到到那边不够用我想选择那个一百二十八的 选那个一百二十八的 一百零八也就我想问一下五千在港在那个澳门用这个流量够吗无限 畅用流量 
喂我不是上个月搞的那个宽带延续吗嗯嗯 叫我这个月它在网络一点都没有我根本一点都上不上去 不是 江苏小区加被 
噢喂就是想查一下这个号码是开通那个国际漫游吗 今天刚开的就是一个开过吧 呃反正是现在是可以用的吧因为我刚刚 今天刚卡因为我刚才这个流量包说的是如果说没有开的话这个购买流量包不能用所以我就打电话来问一下室友没有产生现在是已经开好了的套餐 
你帮我看下我这个手机号捆绑的那个宽带就到七月几号到期啊 十一月一号对吧 年底我再问一下它这个现在不是有分钟这个手机号消费然后送那个宽带是吗 有的他是多少嗯嗯他这个套餐怎么是一百零几我当时问旺旺掉 
哎你好我想问一下我现在这个手机是什么套餐 到明天是六月份才可以查到了还是现在就从下个月开始 下月一号开始我现在这个手机流量就是这个月还有大概十多十天左右嘛不够用了已经没有流量了 对这个月不是已经 
喂你好我想问一下这个号码开通了什么业务的 它每个月扣扣多少钱呀 送到五月一号 但是我现在不我每个月扣十八块吗 
您好很高兴为您服务哎你好我想问一下我下个月套餐是多少什么 噢对但是给我发个信息然后说的是还是之前的套餐没有变更呀 不知道但是我输入的信息是还是之前的为什么说然后让我充话费营业厅的还是一百八十八的 哎 
哎你好我想问一下就是我现在这个手机是什么套餐啊因为我现在因为我之前人都不在上海没有使用现在我要使用我想包一个套餐 而且就是呃打电话是一毛钱一分钟 接听是免费 之后呃短信有吗是没有的 
还有十天不到账单时间如果想我想那个想增加什么意思呢就是我五十八块一样的套餐就是全不变的情况下又有流量给我增加吧或者变成七十八了我说不要这个不要 现在帮我取消了吧就我就想确认一下 哎号还还那样的吧怎么没有了你们不是吧卡有什么有有流量如果您要五十八 噢不是你算这还是原来的 
怎么 出来啊喂你好唉喂你好哎你好我想问一下我那个我这个手机号码的这个套餐是多少 哦我现在每个月的我现在每个月的用的流量是多少钱用的完吗 好那基本上我现在六个g够用了 
我的后台 哎 我我我可以喜欢你吗 身份证的我希望你那你讲我就好了我不知道你转呢就是我们的 喂你好我想问一下我这个套餐有什么套餐呀 能不能换呀换个这是全球全球通话恩 我要便宜点的这个移动手机不有催并且还用的 到不送不是换不是那个是吧我说那个话费免费通话时间对不错是吧 
唉你好我问一下我现在这个手机啊呃现在这个有没有有有没有这个漫游的 啊 我啊 噢现在是全全全部经常我免费的是吧 
你好唉你好我问一下我这您现在的套餐是是多少了 噢那你那个帮我那个关掉吧 密码忘记了 呃三二一三二四一九八三幺二零五零四幺零 
唉小姐你能不能帮我查一下我有一个看不到我上面那个副号码幺五九零零九五二五幺是不是开通那个国际漫游啊 对对对 密码设置用身份证我密码我不知道 三幺零幺零八幺九七零零八幺六三六幺五 
为您服务唉你好呃我想咨询一下我现在用的套餐是不是嗯下个月是升级的 那那没人发短信给我呀 哎我没收到短信呀因为所以我打电话来问一下呀 啊 
喂你好哎我想问一下我这个手机这个好像那个流量那个关掉了是吧 现在可以把他打开了 都成张 呢我没听清楚什么呢 
哎你好我想我想问一下处理我的那个那个发票啊就是每个月都开发过来吗看到幺三九 我给我打了电话才能开一次吗 嗯嗯嗯嗯这个是是怎么怎么弄啊 唉 
啊您好很高兴为您服务喂你好我想问一下我这个手机号办理的宽带嗯那个到什么时候到期啊我记得好像是八月份 它有限制一年给您要续约的吗还是不行嗯不是的因为我这个账号要改掉 嗯那我如果这个呃这个宽带地址是不更变但是我要把手机号和身份证号换掉怎么弄 哎换别的号码说您需要把这个宽带的就算 
