你好请讲其他 喂您好 先生嗯请讲 你帮我查一下我这个手机呃订了哪些套餐能看得出来吗 
您好很高兴为您服务 喂你好那个我想问一下我这个手机号里面开通那个什么移动三百小时怎么回事 移动什么卡 移动杉德卡 
很高兴为您服务 嗯我我请问一下我的宽带不是到期了吗 嗯嗯 十一月份底到期是吧 
您好很高兴为您服务 唉你好那个我这个号码应该是有一个宽带的 帮我看一下什么时候到期啊宽带 恩什么时候到 
您好很高兴为您服务 唉你好呃我想请问一下我这个手机里面是不是有一个五块的那个国内流量包 唉对的五块钱三十兆 呃呃还有一个是一元的那个长途长途好像有优惠呃还有什么除了这两个 
喂 您好很高兴为您服务 唉你好你帮我查一下我那个流量怎么关掉了你们你们是不是我关掉一直连不上网络 应该上网对吗对因为就是说我看一下稍等我看您这边 
您好高兴您服务 唉你好呃是这样的往往上那个你们上海移动微厅里面嘛看到你们有个什么车四五双五十七的四g吗嗯嗯这个东西怎么弄啊 呃这个只是吴庄是吧 不客气我不知道我是什么套餐但是我我知道我自己是五十块钱两个g的 
您好很高兴为您服务 噢那个就是我们这个说那个欠费单子但是不知道什么情况我到家里去营业厅他们说让我打电话 是什么欠费的钱 关于退好移动通信欠费的韩有一个 
您好我是预处理专席代表很高兴为您服务您好 唉你好我这个手机号码就前面交了十一月的话费然后要抬头的发票然后咱们那个人他已经帮我开了但是他的那个小信息就是少地址电话和开户行账号 开户行账号您这样女士您先不要着急您要开的号码是哪一个您告诉我一下好吗 呃我一共是有三个先你先帮我帮我打过来的这个吧就是我这个是多少就呃五五八六这个尾号的 
您好很高兴服务 我想问一下我这个流量这个套餐到什么时候结束啊 活动对吧活动的话您活动的话是要截止到一八年的三月底总一八年的三月底唉对一八年的三月底 如果我取消可以吗 
高兴为您服务 喂你好是这样的你帮我看一下我这个手机套餐是是多少的套餐 后来五十八的每月一百分钟通话流量五百兆 呃我之前打电话不是跟你们客服的话不是改掉了吗 
您好很高兴为您服务 可以 唉你好我刚才充了那个流量的它这个它上面显示我还是流量不够了呀 还是流量不够 
您好很高兴为您服务 喂你好呃去办理只有吧你帮我你帮我那个我那个宽带现在是从什么时候生效的我看看 您现在办理这个号码办理的宽带对吗下个月的一号 下个月一号开始生效吗 
您好很高兴为您服务 唉你好是这样的就是我这个本机我想查一下里面就是说那个和留言现在关掉了没有还有短信呼什么的 就是来电这个号码是吗和留言是吗 嗯 
节日好很高兴为您服务 唉那个我这手机那个开通国际漫游了吗 帮我都是漫游国际漫游还没有开您是要开吗 呃我因为去去香港要开通吗 
您好很高兴为您服务 你好你你刚才在网上操作的那个呃上网那个上网移动流量那个开通我不知道办没办成功请稍等啊 感谢耐心等待是那个十周年庆生活动吗是这个吗 不是不是我就是本来就限制移动流量把它关闭的现在想开通的我又回上海了 
对 您好很高兴为您服务 哎我想问一下我那个套餐已经改了对吧 呃我看一下谁给您改啊 
您好兴您服务您好 唉你好你帮我查一下我的彩铃 彩铃彩铃功能这边开始您解释什么呃不是 我那个就是变成主购买我之前不是也有吗然后就把钱原来是歌曲呢嗯 
您好很高兴为您服务 哎我想我想查一下我查一下就是我的这个这个电话就是国际g的上网的漫游和电话漫游都开通对吧 呃我看了一下您国际漫游开着上网功能是关掉 上网功能也帮我开一下好吧 
您好兴为您服务您好 哎你好我想咨询一下那个我这个手机有没有开通漫游国际漫游 我现在目前没有开 嗯 
您好很高兴为您服务 唉你好我想问一下我去年好像办了一个移动的那个上网的套餐今天五百块的我想查一下是不是到期啊 呃您哪个号码办的 幺三六八幺九八七九七三 
好的您好请问使用 唉你好麻烦帮我看一下那个我我那个十块钱授信额度开通了没 目前没有 帮我开通一下吧 
您好很高兴为您服务 啊 您好您说 费通话停机了现在已经交过前两天了你看我手机大概什么时候能复机查一下 
您好很高兴为您服务您好 喂哎你好我想查一下我这个手机这个套餐都是有什么套餐 套餐是那个两两百八十八元套餐这个月你流量不够后面换过流量呀流量用十五个g再加五个g一共有二十个g的流量呀这个月 就是说这个月一个月最低消费两百八十八吗 
五十八 您好很高兴为您服务您好 您好现在是一个一百五十八的套餐吗嗯 现在这个是一百五十八块钱的 
很高兴为您服务您好 唉你好麻烦帮我查一下这个手机号登记的宽带什么时候到期 您办的是两年的宽带到期时间是一八年十一月一号 啊好的 
您好很高兴为您服务 喂你好呃麻烦问一下我现在套餐是什么情况 套餐您是下个月您是六十八套餐套餐里面的话是两g这个也是六十八呀这套餐里面原来是一个g现在套餐里面给您两个g的呀 噢下个月是两g啊 
您好很高兴为您服务 呃你好我想问一下呃我我当前的这个手机号码它应该是没有这个流量对吧 有三十兆的每个月有三十兆的三十兆啊 呃 
很高兴峰 唉喂你好 您好请讲 嗯就是我想请问一下就是我收到了一个就我现在的套餐是是是五十九的套餐你能帮我看一下吗 
您好很高兴为您服务唉你好麻烦你帮我看一下我的这个那个那个什么呃最低就是每个月多少钱的 您现在是十八块钱一个月的 呃最低的是八十八就是 那您现在是最低套餐十八块钱一个月的 
您好很高兴服务 哎你好我想问一下我的那个业务 好退什么业务呢先生 我的那个什么增值业务那些 
您好很高兴服务唉你好 我刚才办了一个开通一个国际漫游对吧呃 嗯 国际漫游这个数据流量是关掉了对吧四十点十四号到八号 
您好请讲 唉小姐我想请问一下你帮我看一下我的嗯呃呃话费里就是说嗯因为我之前有什么套餐后来我老公用的什么套餐不是很清楚现在需要给我家庭的其他人付费了 您现在要咨询什么问题 我现在需要我的卡里需要为其他家庭成员付费吗 
您好兴您服务您好 喂你好 嗯 我想问一下我这个有什么套餐 
好很高兴为您服务 喂你好 你好 刚才我有一个不知道是不是诈骗电话他用电话打电话给我说是上海移动的上海呃是续费漳州路营业厅打电话过来的有这回事吗帮我查一下怎么说他说帮我办理什么套餐呢好的 
嗯 您好很高兴为您服务 唉你好唉我就想问一下因为当时宽带套餐了嗯我想问一下我这个协议什么时候到期 所以到这个月底您去年参加满一年送一年的承诺消费到这个月底结束了你嗯也就下个月一号开始不用再满足最低消费要求了我们会再送您一年一百兆宽带使用的 
您好很高兴为您服务 呃喂你好我想查一下我这个本机有就是有哪些业务 您下个月开始的话是一个六十八元的g自选套餐包五十分钟主叫两个g的国内流量然后每个月另外再送两个g的国内流量送到明年的六月底还有一个来电提醒三块钱还有个ap的视频定向流量包二十四块钱现在这个二十块钱是有活动赠送的也可以抵扣费用收取付钱的优惠到今年十二月明年一月份开始正式收费 嗯都没了是吧 
您好很高兴为您服务你好帮我看一下我有没有参加合约送话费 好您稍等 好我就们你们的这个 如果有一个赠话费天的话费一百二十八元档的 
难道呢如果 你好你帮我查一下我现在用的那个套餐是怎么样子的 套餐您是七十八的一百分通话然后一g的流量超出打电话一毛九一分钟全国接听免费另外还有和地图有什么 什么和地图 
很高兴为您服务 喂你好我的这个活动手机是五十块钱的套餐 听不清楚您开免提吗听不清 唉行 
请问 哦就是那个工号给我 您好很高兴为您服务 诶 
您好很高兴为您服务 喂你好 您好 现在我这个手机上面占用的都是一些什么业务 
您好很高兴为您服务 再见 小姐你好 唉你跟他说 
您好请讲唉喂你好你好帮我看一下我我这个套餐 有那个新版本的更改套餐呢 套餐您下个月改的是幺五八的套餐对对套餐里面是五百分钟通话三个g流量再送三个g啊 没有三个g啊几个g好像 
您好很高兴为您服务 喂你好我想问一下我的这个申请的这个流量申请上有没有 那我看一下请您稍等呃申请的流量您这边就九十八元套餐里面给您两个g流量然后每个月再送您两个g送到明年六月底您现在一个月有四个 四个g四个g我的这个一个这个流量一般一个月大概够用了吧 
